Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,Team,Year
2,2021-04-03,boxscore,DET,,CLE,W,5,2,,2-0,1,Tied,Teheran,Plesac,Garcia,3:17,D,8000,1.07,++,,DET,2021
3,2021-04-04,boxscore,DET,,CLE,L,3,9,,2-1,1,Tied,Civale,Norris,,2:38,D,8000,1.11,-,,DET,2021
4,2021-04-05,boxscore,DET,,MIN,L,6,15,,2-2,3,1.0,Shoemaker,UreÃ±a,Dobnak,3:32,D,7232,1.12,--,,DET,2021
5,2021-04-06,boxscore,DET,,MIN,W,4,3,10,3-2,2,0.5,Soto,Robles,,4:00,D,7306,1.05,+,,DET,2021
6,2021-04-07,boxscore,DET,,MIN,L,2,3,,3-3,3,1.0,Maeda,Boyd,ColomÃ©,2:46,D,7568,1.10,-,,DET,2021
7,2021-04-09,boxscore,DET,@,CLE,L,1,4,,3-4,5,2.0,Plesac,Holland,Clase,2:40,N,7775,1.01,--,,DET,2021
8,2021-04-10,boxscore,DET,@,CLE,L,3,11,,3-5,5,2.0,Civale,Skubal,,2:53,N,7570,.96,---,,DET,2021
9,2021-04-11,boxscore,DET,@,CLE,L,2,5,,3-6,5,2.5,Allen,UreÃ±a,Clase,3:04,D,6859,.96,----,,DET,2021
10,2021-04-12,boxscore,DET,@,HOU,W,6,2,,4-6,5,1.5,Mize,Greinke,,3:04,N,15779,.79,+,,DET,2021
11,2021-04-13,boxscore,DET,@,HOU,W,8,2,,5-6,4,1.5,Boyd,Odorizzi,,3:27,N,17080,.86,++,,DET,2021
12,2021-04-14,boxscore,DET,@,HOU,W,6,4,,6-6,3,1.0,Fulmer,McCullers,Garcia,4:00,N,14720,.95,+++,,DET,2021
13,2021-04-15,boxscore,DET,@,OAK,L,4,8,,6-7,3,2.0,Manaea,Skubal,,3:17,N,3004,.96,-,,DET,2021
14,2021-04-16,boxscore,DET,@,OAK,L,0,3,,6-8,4,2.5,Montas,UreÃ±a,Trivino,2:31,N,4538,.95,--,,DET,2021
15,2021-04-17,boxscore,DET,@,OAK,L,0,7,,6-9,5,3.0,Irvin,Mize,,2:49,D,6931,.88,---,,DET,2021
16,2021-04-18,boxscore,DET,@,OAK,L,2,3,,6-10,5,4.0,Trivino,Soto,,2:42,D,6917,.86,----,,DET,2021
17,,boxscore,DET,,PIT,L,2,3,7,6-11,4,3.5,Anderson,Fulmer,RodrÃ­guez,2:16,D,7356,.80,-----,2021-04-20 (Rain),DET,2021
18,,boxscore,DET,,PIT,W,5,2,7,7-11,4,3.5,Turnbull,Yajure,Soto,1:55,N,7461,.77,+,,DET,2021
19,2021-04-22,boxscore,DET,,PIT,L,2,4,,7-12,4,4.0,Howard,Cisnero,RodrÃ­guez,2:54,D,7314,.77,-,,DET,2021
20,2021-04-23,boxscore,DET,,KCR,L,2,6,,7-13,5,5.0,Minor,Mize,,3:02,N,8000,.87,--,,DET,2021
21,2021-04-24,boxscore,DET,,KCR,L,1,2,,7-14,5,6.0,Singer,Boyd,Staumont,2:10,D,8000,.83,---,,DET,2021
22,2021-04-25,boxscore,DET,,KCR,L,0,4,,7-15,5,7.0,Duffy,Skubal,,3:23,D,8000,.74,----,,DET,2021
23,2021-04-26,boxscore,DET,,KCR,L,2,3,,7-16,5,8.0,Keller,Turnbull,Staumont,2:56,D,7288,.65,-----,,DET,2021
24,2021-04-27,boxscore,DET,@,CHW,W,5,2,,8-16,4,7.0,UreÃ±a,Giolito,Soto,3:10,N,9445,.54,+,,DET,2021
25,,boxscore,DET,@,CHW,L,1,3,7,8-17,5,8.5,RodÃ³n,Mize,Hendriks,1:50,D,,.63,-,2021-04-28 (Rain),DET,2021
26,,boxscore,DET,@,CHW,L,0,11,7,8-18,5,8.5,Cease,Boyd,,2:42,N,7628,.55,--,,DET,2021
27,2021-04-30,boxscore,DET,@,NYY,L,0,10,,8-19,5,8.5,Cole,Skubal,,3:03,N,9523,.42,---,,DET,2021
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,DET,2021
28,2021-05-01,boxscore,DET,@,NYY,L,4,6,,8-20,5,9.5,Taillon,Turnbull,Chapman,3:25,D,10015,.38,----,,DET,2021
29,2021-05-02,boxscore,DET,@,NYY,L,0,2,,8-21,5,9.5,Kluber,UreÃ±a,Chapman,2:14,D,10021,.36,-----,,DET,2021
30,2021-05-04,boxscore,DET,@,BOS,L,7,11,,8-22,5,9.0,Pivetta,Fulmer,Barnes,3:38,N,4677,.32,------,,DET,2021
31,2021-05-05,boxscore,DET,@,BOS,W,6,5,10,9-22,5,8.0,Soto,Whitlock,Fulmer,3:47,N,4661,.26,+,,DET,2021
32,2021-05-06,boxscore,DET,@,BOS,L,9,12,,9-23,5,9.0,Andriese,Lange,Ottavino,4:13,D,4734,.31,-,,DET,2021
33,2021-05-07,boxscore,DET,,MIN,L,3,7,,9-24,5,9.5,Shoemaker,Skubal,,3:21,N,7377,.31,--,,DET,2021
34,2021-05-08,boxscore,DET,,MIN,W,7,3,,10-24,5,9.5,Fulmer,Duffey,,3:38,D,8000,.26,+,,DET,2021
35,2021-05-11,boxscore,DET,,KCR,W,8,7,,11-24,5,10.0,Soto,Barlow,,3:40,N,7312,.30,++,,DET,2021
36,2021-05-12,boxscore,DET,,KCR,W,4,2,,12-24,5,10.0,Mize,Duffy,Soto,2:42,N,7133,.33,+++,,DET,2021
37,2021-05-13,boxscore,DET,,KCR,W,4,3,,13-24,4,10.0,Turnbull,Lynch,Fulmer,3:11,D,7369,.33,++++,,DET,2021
38,2021-05-14,boxscore,DET,,CHC,L,2,4,,13-25,4,10.5,Arrieta,Skubal,Kimbrel,2:31,N,8000,.36,-,,DET,2021
39,2021-05-15,boxscore,DET,,CHC,W,9,8,10,14-25,4,9.5,Fulmer,Kimbrel,,4:06,D,8000,.29,+,,DET,2021
40,2021-05-16,boxscore,DET,,CHC,L,1,5,,14-26,4,10.5,Hendricks,Boyd,,2:52,D,8000,.36,-,,DET,2021
41,2021-05-17,boxscore,DET,@,SEA,W,4,1,,15-26,4,10.5,Mize,Kikuchi,Fulmer,2:34,N,7201,.35,+,,DET,2021
42,2021-05-18,boxscore,DET,@,SEA,W,5,0,,16-26,4,9.5,Turnbull,Dunn,,2:44,N,6883,.33,++,,DET,2021
43,2021-05-19,boxscore,DET,@,SEA,W,6,2,,17-26,4,9.5,Skubal,Gilbert,,3:11,N,8462,.38,+++,,DET,2021
44,2021-05-21,boxscore,DET,@,KCR,W,7,5,,18-26,4,8.5,UreÃ±a,Zuber,Fulmer,3:19,N,17080,.46,++++,,DET,2021
45,2021-05-22,boxscore,DET,@,KCR,L,5,7,,18-27,4,8.5,Singer,Boyd,,3:28,D,14226,.53,-,,DET,2021
46,2021-05-23,boxscore,DET,@,KCR,L,2,3,,18-28,4,8.5,Zimmer,Fulmer,,2:50,D,15540,.49,--,,DET,2021
47,2021-05-24,boxscore,DET,,CLE,L,5,6,,18-29,4,9.5,MejÃ­a,Garcia,Clase,3:31,N,7832,.49,---,,DET,2021
48,2021-05-25,boxscore,DET,,CLE,L,1,4,,18-30,5,10.5,Civale,Skubal,Karinchak,2:47,N,8000,.38,----,,DET,2021
49,2021-05-26,boxscore,DET,,CLE,W,1,0,,19-30,5,9.5,Fulmer,Quantrill,Soto,2:39,N,7525,.32,+,,DET,2021
50,2021-05-27,boxscore,DET,,CLE,L,2,5,,19-31,5,10.5,Bieber,Boyd,,3:06,D,8000,.40,-,,DET,2021
51,2021-05-28,boxscore,DET,,NYY,W,3,2,10,20-31,5,10.0,Garcia,Wilson,,3:34,N,8000,.27,+,,DET,2021
52,2021-05-29,boxscore,DET,,NYY,W,6,1,,21-31,5,10.5,Turnbull,GarcÃ­a,,2:54,D,8000,.33,++,,DET,2021
53,2021-05-30,boxscore,DET,,NYY,W,6,2,,22-31,4,10.5,Skubal,King,,3:06,D,8000,.33,+++,,DET,2021
54,2021-05-31,boxscore,DET,@,MIL,L,2,3,10,22-32,5,11.0,Boxberger,Cisnero,,3:09,D,23917,.33,-,,DET,2021
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,DET,2021
55,2021-06-01,boxscore,DET,@,MIL,W,10,7,,23-32,4,10.0,Holland,Lauer,,3:37,N,12058,.28,+,,DET,2021
56,2021-06-03,boxscore,DET,@,CHW,L,1,4,,23-33,4,11.0,Lynn,Mize,Hendriks,2:29,N,12845,.38,-,,DET,2021
57,2021-06-04,boxscore,DET,@,CHW,L,8,9,,23-34,4,12.0,Hendriks,Cisnero,,3:27,N,21637,.36,--,,DET,2021
58,2021-06-05,boxscore,DET,@,CHW,W,4,3,,24-34,4,11.0,Skubal,Giolito,Cisnero,3:05,D,21719,.29,+,,DET,2021
59,2021-06-06,boxscore,DET,@,CHW,L,0,3,,24-35,4,12.0,Cease,UreÃ±a,Hendriks,2:36,D,20068,.34,-,,DET,2021
60,2021-06-08,boxscore,DET,,SEA,W,5,3,,25-35,4,12.0,Boyd,Gonzales,Cisnero,3:09,N,9081,.26,+,,DET,2021
61,2021-06-09,boxscore,DET,,SEA,L,6,9,11,25-36,4,12.0,Chargois,Norris,,3:43,N,9162,.27,-,,DET,2021
62,2021-06-10,boxscore,DET,,SEA,W,8,3,,26-36,4,12.0,JimÃ©nez,Sheffield,,3:21,D,9290,.23,+,,DET,2021
63,2021-06-11,boxscore,DET,,CHW,L,4,5,10,26-37,4,13.0,Hendriks,Cisnero,Bummer,3:12,N,14163,.30,-,,DET,2021
64,2021-06-12,boxscore,DET,,CHW,L,2,15,,26-38,4,14.0,Cease,UreÃ±a,,3:47,D,15913,.25,--,,DET,2021
65,2021-06-13,boxscore,DET,,CHW,L,1,4,,26-39,4,15.0,RodÃ³n,Alexander,Hendriks,2:47,D,14093,.18,---,,DET,2021
66,2021-06-14,boxscore,DET,@,KCR,W,10,3,,27-39,4,14.0,JimÃ©nez,Keller,,3:32,N,11910,.11,+,,DET,2021
67,2021-06-15,boxscore,DET,@,KCR,W,4,3,,28-39,4,14.0,Mize,Minor,Soto,2:49,N,15947,.16,++,,DET,2021
68,2021-06-16,boxscore,DET,@,KCR,W,6,5,,29-39,4,14.0,Skubal,Holland,Fulmer,3:17,D,11327,.18,+++,,DET,2021
69,2021-06-17,boxscore,DET,@,LAA,L,5,7,,29-40,4,14.0,Ohtani,Manning,Iglesias,2:59,N,30709,.17,-,,DET,2021
70,2021-06-18,boxscore,DET,@,LAA,L,3,11,,29-41,4,14.0,Cobb,UreÃ±a,,3:32,N,22734,.16,--,,DET,2021
71,2021-06-19,boxscore,DET,@,LAA,L,3,8,,29-42,5,14.0,Sandoval,Peralta,,3:02,N,23175,.12,---,,DET,2021
72,2021-06-20,boxscore,DET,@,LAA,W,5,3,10,30-42,5,13.0,Cisnero,Iglesias,Fulmer,4:03,D,21626,.11,+,,DET,2021
73,2021-06-22,boxscore,DET,,STL,W,8,2,,31-42,4,12.0,Funkhouser,Oviedo,,3:13,N,13492,.12,++,,DET,2021
74,2021-06-23,boxscore,DET,,STL,W,6,2,,32-42,4,12.0,Manning,Gant,,3:12,D,13263,.15,+++,,DET,2021
75,2021-06-24,boxscore,DET,,HOU,L,3,12,,32-43,4,12.5,Garcia,UreÃ±a,,3:52,N,12656,.19,-,,DET,2021
76,,boxscore,DET,,HOU,W,3,1,7,33-43,4,11.5,Mize,Valdez,Cisnero,2:06,D,12422,.15,+,2021-06-25 (Rain),DET,2021
77,,boxscore,DET,,HOU,L,2,3,7,33-44,4,11.5,McCullers,Fulmer,Pressly,2:21,N,13950,.18,-,,DET,2021
78,2021-06-27,boxscore,DET,,HOU,W,2,1,10,34-44,3,11.5,Soto,Taylor,,3:29,D,13532,.16,+,,DET,2021
79,2021-06-28,boxscore,DET,@,CLE,L,5,13,,34-45,4,12.0,Morgan,Manning,,2:58,N,13128,.23,-,,DET,2021
80,,boxscore,DET,@,CLE,W,9,4,7,35-45,3,12.0,Funkhouser,Shaw,,2:55,D,,.17,+,2021-06-29 (Rain),DET,2021
81,,boxscore,DET,@,CLE,W,7,1,7,36-45,3,12.0,Peralta,Allen,,2:27,N,11627,.21,++,,DET,2021
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,DET,2021
82,2021-07-02,boxscore,DET,,CHW,L,2,8,,36-46,3,13.5,Lynn,Mize,,3:31,N,18185,.27,-,,DET,2021
83,2021-07-03,boxscore,DET,,CHW,W,11,5,,37-46,3,12.5,Skubal,Keuchel,,3:07,D,17230,.21,+,,DET,2021
84,2021-07-04,boxscore,DET,,CHW,W,6,5,,38-46,3,11.5,Alexander,Giolito,Cisnero,3:25,D,15342,.26,++,,DET,2021
85,2021-07-05,boxscore,DET,@,TEX,W,7,3,,39-46,3,10.5,Peralta,Allard,,2:55,N,34484,.24,+++,,DET,2021
86,2021-07-06,boxscore,DET,@,TEX,L,5,10,,39-47,3,11.5,King,Norris,,2:50,N,24367,.33,-,,DET,2021
87,2021-07-07,boxscore,DET,@,TEX,W,5,3,,40-47,3,11.5,Funkhouser,Gibson,Soto,3:11,D,33043,.28,+,,DET,2021
88,2021-07-08,boxscore,DET,@,MIN,L,3,5,,40-48,3,12.0,Happ,Skubal,Rogers,2:23,N,18192,.29,-,,DET,2021
89,2021-07-09,boxscore,DET,@,MIN,L,2,4,,40-49,3,13.0,AlcalÃ¡,Manning,Robles,2:57,N,21725,.24,--,,DET,2021
90,2021-07-10,boxscore,DET,@,MIN,L,4,9,,40-50,3,14.0,Coulombe,JimÃ©nez,,3:26,D,21030,.17,---,,DET,2021
91,2021-07-11,boxscore,DET,@,MIN,L,9,12,10,40-51,3,15.0,Duffey,Holland,,4:09,D,20744,.13,----,,DET,2021
92,,boxscore,DET,,MIN,W,1,0,7,41-51,3,14.0,Norris,Barnes,Soto,1:55,D,13747,.10,+,2021-07-16 (Rain),DET,2021
93,,boxscore,DET,,MIN,W,5,4,8,42-51,3,14.0,JimÃ©nez,Rogers,,2:56,N,31624,.11,++,,DET,2021
94,2021-07-18,boxscore,DET,,MIN,W,7,0,,43-51,3,14.0,Peralta,Happ,,2:30,D,15854,.13,+++,,DET,2021
95,2021-07-19,boxscore,DET,,TEX,W,14,0,,44-51,3,13.5,JimÃ©nez,Gibson,,3:25,N,13704,.12,++++,,DET,2021
96,2021-07-20,boxscore,DET,,TEX,W,4,1,,45-51,3,13.5,Skubal,Dunning,Soto,2:33,N,13333,.16,+++++,,DET,2021
97,2021-07-21,boxscore,DET,,TEX,W,4,2,,46-51,3,12.5,Manning,Lyles,Soto,2:27,N,21132,.17,++++++,,DET,2021
98,2021-07-22,boxscore,DET,,TEX,W,7,5,,47-51,3,12.0,Funkhouser,Foltynewicz,Soto,3:02,D,16033,.20,+++++++,,DET,2021
99,2021-07-23,boxscore,DET,@,KCR,L,3,5,,47-52,3,12.0,Bubic,Peralta,Holland,2:50,N,24912,.25,-,,DET,2021
100,2021-07-24,boxscore,DET,@,KCR,L,8,9,,47-53,3,12.0,Brentz,Funkhouser,Davis,3:23,N,24616,.23,--,,DET,2021
101,2021-07-25,boxscore,DET,@,KCR,L,1,6,,47-54,3,13.0,Lynch,Skubal,,2:22,D,12703,.21,---,,DET,2021
102,2021-07-26,boxscore,DET,@,MIN,L,5,6,10,47-55,3,13.0,Thielbar,Soto,,3:46,N,17713,.15,----,,DET,2021
103,2021-07-27,boxscore,DET,@,MIN,W,6,5,11,48-55,3,13.0,Cisnero,AlcalÃ¡,Norris,3:52,N,17643,.13,+,,DET,2021
104,2021-07-28,boxscore,DET,@,MIN,W,17,14,,49-55,3,12.0,Holland,Happ,,4:03,D,17817,.17,++,,DET,2021
105,2021-07-29,boxscore,DET,,BAL,W,6,2,,50-55,3,11.0,Mize,Wells,,2:35,N,15833,.18,+++,,DET,2021
106,2021-07-30,boxscore,DET,,BAL,L,3,4,,50-56,3,12.0,Harvey,Skubal,Sulser,2:52,N,18861,.24,-,,DET,2021
107,2021-07-31,boxscore,DET,,BAL,L,2,5,,50-57,3,12.0,Means,Manning,Sulser,2:59,N,25132,.18,--,,DET,2021
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,DET,2021
108,2021-08-01,boxscore,DET,,BAL,W,6,2,,51-57,3,12.0,RamÃ­rez,Watkins,,2:56,D,17134,.15,+,,DET,2021
109,2021-08-03,boxscore,DET,,BOS,W,4,2,,52-57,3,12.0,Funkhouser,Richards,Soto,3:24,N,15724,.15,++,,DET,2021
110,2021-08-04,boxscore,DET,,BOS,L,1,4,,52-58,3,12.0,RodrÃ­guez,Mize,Barnes,3:20,N,16633,.16,-,,DET,2021
111,2021-08-05,boxscore,DET,,BOS,W,8,1,,53-58,3,11.0,Skubal,PÃ©rez,,3:14,D,19144,.14,+,,DET,2021
112,2021-08-06,boxscore,DET,@,CLE,L,1,6,,53-59,3,12.0,Quantrill,Manning,Clase,3:11,N,24485,.22,-,,DET,2021
113,2021-08-07,boxscore,DET,@,CLE,W,2,1,,54-59,3,12.0,Alexander,Morgan,Soto,2:39,N,24560,.13,+,,DET,2021
114,2021-08-08,boxscore,DET,@,CLE,L,5,7,,54-60,3,13.0,Shaw,RamÃ­rez,Clase,3:02,D,19899,.13,-,,DET,2021
115,2021-08-10,boxscore,DET,@,BAL,W,9,4,,55-60,3,12.5,Funkhouser,Akin,,3:13,N,7124,.07,+,,DET,2021
116,2021-08-11,boxscore,DET,@,BAL,W,5,2,,56-60,3,11.5,Skubal,Harvey,Soto,3:01,N,8990,.11,++,,DET,2021
117,2021-08-12,boxscore,DET,@,BAL,W,6,4,,57-60,2,11.5,Manning,Means,Fulmer,3:00,D,8382,.15,+++,,DET,2021
118,2021-08-13,boxscore,DET,,CLE,L,4,7,,57-61,3,12.0,Plesac,Alexander,,2:57,N,22107,.18,-,,DET,2021
119,2021-08-14,boxscore,DET,,CLE,W,6,4,,58-61,2,11.0,Fulmer,Shaw,Soto,3:27,N,32845,.14,+,,DET,2021
120,2021-08-15,boxscore,DET,,CLE,L,0,11,,58-62,3,11.0,McKenzie,Hutchison,,2:51,D,25684,.18,-,,DET,2021
121,2021-08-17,boxscore,DET,,LAA,L,2,8,,58-63,3,12.5,Mayers,Soto,,3:30,N,24714,.15,--,,DET,2021
122,2021-08-18,boxscore,DET,,LAA,L,1,3,,58-64,3,13.5,Ohtani,Skubal,Iglesias,2:25,N,27282,.07,---,,DET,2021
123,2021-08-19,boxscore,DET,,LAA,L,10,13,,58-65,3,13.5,Mayers,Fulmer,Warren,3:58,D,20847,.04,----,,DET,2021
124,2021-08-20,boxscore,DET,@,TOR,W,4,1,10,59-65,3,13.5,Soto,Richards,,3:06,N,14649,.03,+,,DET,2021
125,2021-08-21,boxscore,DET,@,TOR,L,0,3,,59-66,3,13.5,Ryu,Peralta,Romano,2:17,D,14887,.02,-,,DET,2021
126,2021-08-22,boxscore,DET,@,TOR,W,5,3,11,60-66,3,12.5,Soto,Snead,JimÃ©nez,3:59,D,14865,.03,+,,DET,2021
127,2021-08-24,boxscore,DET,@,STL,W,4,3,,61-66,3,12.0,Mize,Flaherty,Fulmer,3:13,N,28185,.06,++,,DET,2021
128,2021-08-25,boxscore,DET,@,STL,L,2,3,10,61-67,3,12.0,McFarland,Fulmer,,3:20,D,24304,.05,-,,DET,2021
129,2021-08-27,boxscore,DET,,TOR,W,2,1,,62-67,3,12.5,Cisnero,Mayza,Soto,2:32,N,17259,.02,+,,DET,2021
130,2021-08-28,boxscore,DET,,TOR,L,2,3,10,62-68,3,12.5,Romano,Funkhouser,,3:39,N,18783,.03,-,,DET,2021
131,2021-08-29,boxscore,DET,,TOR,L,1,2,,62-69,3,13.5,BerrÃ­os,Boyd,Mayza,2:54,D,15956,.02,--,,DET,2021
132,2021-08-30,boxscore,DET,,MIN,L,2,3,,62-70,3,14.0,Ober,Mize,ColomÃ©,2:42,D,13425,.01,---,2021-05-09 (Rain),DET,2021
133,2021-08-31,boxscore,DET,,OAK,L,3,9,,62-71,3,15.0,Guerra,Skubal,,2:58,N,13853,.00,----,,DET,2021
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,DET,2021
134,2021-09-01,boxscore,DET,,OAK,W,8,6,,63-71,3,15.0,JimÃ©nez,Puk,Soto,3:13,N,12593,.00,+,,DET,2021
135,2021-09-02,boxscore,DET,,OAK,L,6,8,,63-72,3,15.5,Montas,Manning,Romo,3:36,D,11623,.00,-,,DET,2021
136,2021-09-03,boxscore,DET,@,CIN,W,15,5,,64-72,3,14.5,Holland,Gutierrez,,4:00,N,19430,.00,+,,DET,2021
137,2021-09-04,boxscore,DET,@,CIN,L,4,7,,64-73,3,15.5,Mahle,Boyd,Givens,3:18,N,26962,.00,-,,DET,2021
138,2021-09-05,boxscore,DET,@,CIN,W,4,1,,65-73,3,14.5,UreÃ±a,Castillo,Soto,2:54,D,23083,.00,+,,DET,2021
139,2021-09-06,boxscore,DET,@,PIT,L,3,6,,65-74,3,15.0,Shreve,Funkhouser,Bednar,2:46,D,11141,.00,-,,DET,2021
140,2021-09-07,boxscore,DET,@,PIT,L,2,3,,65-75,3,16.0,Howard,Lange,Stratton,3:16,N,8329,.00,--,,DET,2021
141,2021-09-08,boxscore,DET,@,PIT,W,5,1,,66-75,3,15.0,Hutchison,Keller,,2:51,N,8382,.00,+,,DET,2021
142,2021-09-10,boxscore,DET,,TBR,W,10,4,,67-75,3,14.5,Cisnero,Fairbanks,,3:26,N,18321,.00,++,,DET,2021
143,2021-09-11,boxscore,DET,,TBR,L,2,7,,67-76,3,14.5,Enns,Mize,,2:49,N,18842,.00,-,,DET,2021
144,2021-09-12,boxscore,DET,,TBR,W,8,7,11,68-76,3,14.5,Funkhouser,Feyereisen,,3:48,D,13396,.00,+,,DET,2021
145,2021-09-14,boxscore,DET,,MIL,W,1,0,11,69-76,3,14.5,Garcia,Strickland,,3:16,N,12433,.00,++,,DET,2021
146,2021-09-15,boxscore,DET,,MIL,W,4,1,,70-76,3,13.5,Manning,Woodruff,Fulmer,2:46,D,11321,.00,+++,,DET,2021
147,2021-09-16,boxscore,DET,@,TBR,L,2,5,,70-77,3,13.5,Enns,Alexander,,2:38,N,10206,.00,-,,DET,2021
148,2021-09-17,boxscore,DET,@,TBR,L,4,7,10,70-78,3,14.5,Kittredge,Garcia,,3:17,N,16451,.00,--,,DET,2021
149,2021-09-18,boxscore,DET,@,TBR,W,4,3,,71-78,3,13.5,UreÃ±a,Yarbrough,Fulmer,2:50,D,22921,.00,+,,DET,2021
150,2021-09-19,boxscore,DET,@,TBR,W,2,0,,72-78,3,13.5,Peralta,McClanahan,Funkhouser,2:44,D,17948,.00,++,,DET,2021
151,2021-09-20,boxscore,DET,,CHW,W,4,3,,73-78,3,12.5,Hutchison,Kimbrel,Lange,2:56,N,12884,.00,+++,,DET,2021
152,2021-09-21,boxscore,DET,,CHW,W,5,3,,74-78,3,11.5,Garcia,Fry,Fulmer,3:27,D,10585,.00,++++,,DET,2021
153,2021-09-24,boxscore,DET,,KCR,L,1,3,,74-79,3,12.5,Tapia,Lange,Barlow,3:07,N,24877,.00,-,,DET,2021
154,2021-09-25,boxscore,DET,,KCR,W,5,1,,75-79,3,11.5,Hutchison,Tapia,Fulmer,3:00,N,16424,.00,+,,DET,2021
155,2021-09-26,boxscore,DET,,KCR,L,1,2,,75-80,3,12.5,Bubic,Peralta,Barlow,3:18,D,23788,.00,-,,DET,2021
156,2021-09-27,boxscore,DET,,CHW,L,7,8,,75-81,3,13.5,Keuchel,Manning,Hendriks,3:44,D,11044,.00,--,2021-09-22 (Rain),DET,2021
157,2021-09-28,boxscore,DET,@,MIN,L,2,3,,75-82,3,14.5,Thielbar,Alexander,ColomÃ©,3:03,N,16329,.00,---,,DET,2021
158,2021-09-29,boxscore,DET,@,MIN,L,2,5,,75-83,3,15.5,Pineda,Mize,,3:05,N,17254,.00,----,,DET,2021
159,2021-09-30,boxscore,DET,@,MIN,W,10,7,,76-83,3,15.0,Lange,Garza,Fulmer,3:33,N,21186,.00,+,,DET,2021
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,DET,2021
160,2021-10-01,boxscore,DET,@,CHW,L,1,8,,76-84,3,16.0,Lynn,Peralta,,3:25,N,30729,.00,-,,DET,2021
161,2021-10-02,boxscore,DET,@,CHW,L,4,5,,76-85,3,17.0,Bummer,Funkhouser,Hendriks,3:05,N,36320,.00,--,,DET,2021
162,2021-10-03,boxscore,DET,@,CHW,W,5,2,,77-85,3,16.0,JimÃ©nez,LÃ³pez,Fulmer,3:16,D,30722,.00,+,,DET,2021
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,DET,2021
1,2022-04-08,boxscore,DET,,CHW,W,5,4,,1-0,1,Tied,Soto,Hendriks,,3:30,D,43480,1.00,+,,DET,2022
2,2022-04-09,boxscore,DET,,CHW,L,2,5,,1-1,2,1.0,Cease,Mize,Bummer,3:11,D,17469,1.01,-,,DET,2022
3,2022-04-10,boxscore,DET,,CHW,L,1,10,,1-2,3,1.0,Crick,Skubal,,2:56,D,15712,1.03,--,,DET,2022
4,2022-04-11,boxscore,DET,,BOS,W,3,1,,2-2,2,0.5,Fulmer,Davis,Soto,2:50,N,11840,.88,+,,DET,2022
5,2022-04-12,boxscore,DET,,BOS,L,3,5,,2-3,3,1.5,Whitlock,Lange,,2:49,D,15781,.97,-,,DET,2022
6,2022-04-13,boxscore,DET,,BOS,L,7,9,,2-4,4,2.5,Eovaldi,RodrÃ­guez,Robles,3:51,D,10522,.89,--,,DET,2022
7,2022-04-14,boxscore,DET,@,KCR,W,4,2,,3-4,3,1.5,JimÃ©nez,Brentz,Soto,3:10,N,9595,.90,+,,DET,2022
8,2022-04-15,boxscore,DET,@,KCR,W,2,1,,4-4,3,1.5,Barnes,Keller,Fulmer,2:18,N,16720,.93,++,,DET,2022
9,2022-04-16,boxscore,DET,@,KCR,L,1,3,,4-5,3,2.5,Snider,Vest,Staumont,3:02,D,19022,.98,-,,DET,2022
10,2022-04-19,boxscore,DET,,NYY,L,2,4,,4-6,4,2.5,Schmidt,Alexander,Chapman,3:59,N,15498,.96,--,,DET,2022
11,2022-04-20,boxscore,DET,,NYY,L,3,5,,4-7,4,2.0,Green,Hutchison,Chapman,3:06,N,17268,.86,---,,DET,2022
12,2022-04-21,boxscore,DET,,NYY,W,3,0,,5-7,4,2.0,Pineda,Montgomery,Soto,2:34,D,21529,.84,+,,DET,2022
13,,boxscore,DET,,COL,W,13,0,,6-7,3,1.0,Skubal,Senzatela,,3:02,D,37566,.82,++,2022-04-22 (Rain),DET,2022
14,,boxscore,DET,,COL,L,2,3,,6-8,3,1.0,Gomber,Brieske,ColomÃ©,2:47,N,28635,.84,-,,DET,2022
15,2022-04-24,boxscore,DET,,COL,L,2,6,,6-9,3,1.5,Kuhl,Alexander,,2:55,D,20088,.84,--,,DET,2022
16,2022-04-26,boxscore,DET,@,MIN,L,4,5,,6-10,4,2.5,Jax,Soto,,3:05,N,11803,.89,---,,DET,2022
